additional_loans,installment_rate,account_status,applicant_age,housing_status,dependents,residence_years,is_foreign,property_value,repayment_history,guarantor,loan_amount,marital_gender,savings_category,num_existing_loans,employment_term,has_phone,loan_purpose,occupation,loan_duration,target
b'none',4.0,b'<0',27.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',3123.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',2.0,b'<0',42.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',5493.0,b'male single',b'<100',1.0,b'>=7',b'none',b'used car',b'skilled',36.0,b'good'
b'none',2.0,b'>=200',49.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1126.0,b'male div/sep',b'100<=X<500',1.0,b'>=7',b'none',b'radio/tv',b'skilled',9.0,b'good'
b'bank',4.0,b'0<=X<200',38.0,b'own',2.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1216.0,b'male single',b'100<=X<500',2.0,b'<1',b'none',b'radio/tv',b'skilled',24.0,b'bad'
b'none',4.0,b'<0',24.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1207.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',27.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'guarantor',1309.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',10.0,b'bad'
b'none',2.0,b'>=200',36.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',2360.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'yes',b'used car',b'skilled',15.0,b'good'
b'none',1.0,b'0<=X<200',34.0,b'own',2.0,2.0,b'yes',b'life insurance',b'all paid',b'none',6850.0,b'male single',b'100<=X<500',1.0,b'unemployed',b'yes',b'new car',b'high qualif/self emp/mgmt',15.0,b'bad'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1413.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',45.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',8588.0,b'male single',b'100<=X<500',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',39.0,b'good'
b'none',4.0,b'<0',26.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',759.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',2.0,b'no checking',32.0,b'for free',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',4686.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'used car',b'high qualif/self emp/mgmt',36.0,b'good'
b'none',2.0,b'>=200',26.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',2687.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'business',b'skilled',15.0,b'good'
b'none',4.0,b'0<=X<200',20.0,b'rent',1.0,4.0,b'yes',b'real estate',b'delayed previously',b'co applicant',585.0,b'male mar/wid',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',4.0,b'no checking',54.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',2255.0,b'male single',b'no known savings',1.0,b'<1',b'none',b'new car',b'skilled',24.0,b'good'
b'none',4.0,b'<0',37.0,b'own',1.0,3.0,b'no',b'life insurance',b'critical/other existing credit',b'none',609.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'none',b'new car',b'skilled',6.0,b'good'
b'none',2.0,b'<0',40.0,b'own',2.0,4.0,b'no',b'real estate',b'critical/other existing credit',b'none',1361.0,b'male single',b'<100',1.0,b'<1',b'none',b'new car',b'unskilled resident',6.0,b'good'
b'none',2.0,b'no checking',23.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',7127.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'yes',b'furniture/equipment',b'skilled',36.0,b'bad'
b'none',3.0,b'<0',43.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1203.0,b'male single',b'100<=X<500',1.0,b'>=7',b'yes',b'new car',b'skilled',6.0,b'good'
b'none',4.0,b'no checking',36.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',700.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',3.0,b'no checking',44.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',5507.0,b'male single',b'<100',2.0,b'>=7',b'none',b'repairs',b'skilled',24.0,b'good'
b'none',2.0,b'<0',24.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',3190.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'bad'
b'none',3.0,b'<0',53.0,b'for free',2.0,4.0,b'yes',b'no known property',b'no credits/all paid',b'none',7119.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',48.0,b'bad'
b'none',3.0,b'no checking',23.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',3488.0,b'female div/dep/mar',b'100<=X<500',1.0,b'4<=X<7',b'none',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',26.0,b'own',2.0,4.0,b'yes',b'real estate',b'existing paid',b'guarantor',1113.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',18.0,b'good'
b'none',2.0,b'0<=X<200',30.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',7966.0,b'male single',b'<100',2.0,b'<1',b'none',b'used car',b'skilled',26.0,b'good'
b'none',4.0,b'no checking',31.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',1532.0,b'female div/dep/mar',b'100<=X<500',1.0,b'1<=X<4',b'none',b'education',b'skilled',15.0,b'good'
b'none',2.0,b'no checking',42.0,b'own',2.0,1.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1503.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'radio/tv',b'unskilled resident',4.0,b'good'
b'none',4.0,b'<0',31.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2302.0,b'male div/sep',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',36.0,b'bad'
b'none',3.0,b'<0',41.0,b'own',2.0,4.0,b'yes',b'real estate',b'existing paid',b'none',662.0,b'male single',b'<100',1.0,b'<1',b'yes',b'new car',b'unskilled resident',6.0,b'good'
b'none',3.0,b'0<=X<200',32.0,b'own',2.0,1.0,b'yes',b'car',b'existing paid',b'none',2273.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'education',b'skilled',36.0,b'good'
b'none',2.0,b'0<=X<200',28.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2631.0,b'female div/dep/mar',b'100<=X<500',2.0,b'1<=X<4',b'yes',b'new car',b'skilled',15.0,b'bad'
b'none',4.0,b'no checking',41.0,b'rent',1.0,4.0,b'yes',b'real estate',b'delayed previously',b'none',1503.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'used car',b'skilled',12.0,b'good'
b'none',4.0,b'no checking',26.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',1311.0,b'male mar/wid',b'100<=X<500',1.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',25.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3105.0,b'male single',b'no known savings',2.0,b'<1',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'>=200',33.0,b'rent',1.0,1.0,b'yes',b'car',b'critical/other existing credit',b'none',2319.0,b'male div/sep',b'<100',1.0,b'<1',b'none',b'education',b'skilled',21.0,b'bad'
b'none',4.0,b'<0',75.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',1374.0,b'female div/dep/mar',b'no known savings',1.0,b'unemployed',b'yes',b'new car',b'high qualif/self emp/mgmt',6.0,b'good'
b'none',3.0,b'0<=X<200',37.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',3612.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',18.0,b'good'
b'bank',4.0,b'<0',42.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',7763.0,b'male single',b'<100',1.0,b'>=7',b'none',b'new car',b'high qualif/self emp/mgmt',48.0,b'bad'
b'stores',1.0,b'>=200',45.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',3049.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',18.0,b'good'
b'none',1.0,b'0<=X<200',23.0,b'rent',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1534.0,b'male mar/wid',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',12.0,b'bad'
b'none',4.0,b'no checking',60.0,b'for free',1.0,4.0,b'yes',b'no known property',b'delayed previously',b'none',2032.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',4.0,b'<0',31.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',6350.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',30.0,b'bad'
b'none',2.0,b'>=200',34.0,b'own',2.0,1.0,b'yes',b'real estate',b'existing paid',b'none',2864.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',18.0,b'bad'
b'none',4.0,b'no checking',61.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1255.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',4.0,b'<0',43.0,b'for free',2.0,2.0,b'yes',b'real estate',b'delayed previously',b'none',1333.0,b'male single',b'<100',2.0,b'unemployed',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',37.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',2022.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'new car',b'skilled',24.0,b'good'
b'bank',3.0,b'no checking',32.0,b'own',2.0,1.0,b'yes',b'car',b'existing paid',b'none',1552.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'bank',4.0,b'<0',24.0,b'own',1.0,4.0,b'yes',b'real estate',b'all paid',b'none',626.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',12.0,b'bad'
b'none',2.0,b'no checking',35.0,b'for free',1.0,1.0,b'yes',b'no known property',b'critical/other existing credit',b'none',8858.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'used car',b'skilled',48.0,b'good'
b'none',4.0,b'no checking',23.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',996.0,b'female div/dep/mar',b'no known savings',2.0,b'4<=X<7',b'none',b'repairs',b'skilled',12.0,b'good'
b'bank',2.0,b'no checking',45.0,b'own',2.0,4.0,b'yes',b'life insurance',b'all paid',b'none',1750.0,b'male single',b'500<=X<1000',1.0,b'>=7',b'none',b'radio/tv',b'unskilled resident',6.0,b'good'
b'none',1.0,b'<0',34.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'guarantor',6999.0,b'male mar/wid',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',48.0,b'bad'
b'none',4.0,b'0<=X<200',27.0,b'own',1.0,1.0,b'yes',b'car',b'critical/other existing credit',b'none',1995.0,b'male single',b'100<=X<500',1.0,b'<1',b'none',b'new car',b'skilled',12.0,b'good'
b'none',4.0,b'0<=X<200',67.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1199.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'yes',b'education',b'high qualif/self emp/mgmt',9.0,b'good'
b'stores',2.0,b'0<=X<200',22.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',1331.0,b'male single',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',12.0,b'bad'
b'none',3.0,b'0<=X<200',28.0,b'own',1.0,3.0,b'yes',b'car',b'no credits/all paid',b'none',2278.0,b'female div/dep/mar',b'100<=X<500',2.0,b'<1',b'none',b'new car',b'skilled',18.0,b'bad'
b'bank',1.0,b'no checking',29.0,b'own',1.0,4.0,b'yes',b'life insurance',b'no credits/all paid',b'none',5003.0,b'female div/dep/mar',b'no known savings',2.0,b'1<=X<4',b'yes',b'new car',b'skilled',21.0,b'bad'
b'bank',3.0,b'<0',27.0,b'own',1.0,4.0,b'yes',b'car',b'all paid',b'none',3552.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',24.0,b'bad'
b'none',2.0,b'0<=X<200',31.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1928.0,b'male single',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',18.0,b'bad'
b'bank',4.0,b'<0',49.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2964.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'used car',b'skilled',24.0,b'good'
b'bank',4.0,b'<0',24.0,b'rent',1.0,4.0,b'yes',b'car',b'all paid',b'guarantor',1546.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'unskilled resident',24.0,b'bad'
b'bank',2.0,b'>=200',29.0,b'own',1.0,1.0,b'yes',b'life insurance',b'delayed previously',b'none',683.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',1.0,b'0<=X<200',37.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',12389.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'new car',b'skilled',36.0,b'bad'
b'bank',4.0,b'0<=X<200',37.0,b'own',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',4712.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'yes',b'business',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',3.0,b'0<=X<200',23.0,b'rent',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',1553.0,b'female div/dep/mar',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'<0',36.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',1372.0,b'male div/sep',b'<100',1.0,b'4<=X<7',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',2.0,b'no checking',34.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',2578.0,b'male single',b'>=1000',1.0,b'>=7',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',41.0,b'own',2.0,1.0,b'yes',b'car',b'existing paid',b'none',3979.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',48.0,b'good'
b'none',3.0,b'<0',31.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',6758.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',48.0,b'bad'
b'none',4.0,b'<0',23.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3234.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'furniture/equipment',b'unskilled resident',24.0,b'bad'
b'none',3.0,b'no checking',38.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'co applicant',5954.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',30.0,b'good'
b'none',2.0,b'no checking',26.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',5433.0,b'female div/dep/mar',b'no known savings',1.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',4.0,b'<0',22.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',806.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'business',b'unskilled resident',15.0,b'good'
b'none',4.0,b'0<=X<200',27.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1082.0,b'male single',b'<100',2.0,b'>=7',b'none',b'radio/tv',b'unskilled resident',9.0,b'good'
b'bank',2.0,b'no checking',24.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'co applicant',2788.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',15.0,b'good'
b'none',2.0,b'0<=X<200',27.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',2930.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',3.0,b'no checking',33.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',1927.0,b'female div/dep/mar',b'no known savings',2.0,b'1<=X<4',b'yes',b'education',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',27.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',2820.0,b'male div/sep',b'<100',2.0,b'<1',b'none',b'new car',b'skilled',36.0,b'bad'
b'none',4.0,b'no checking',27.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',937.0,b'male mar/wid',b'<100',2.0,b'<1',b'none',b'retraining',b'unskilled resident',24.0,b'good'
b'bank',3.0,b'0<=X<200',30.0,b'own',1.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'guarantor',1056.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'skilled',18.0,b'bad'
b'bank',1.0,b'0<=X<200',49.0,b'own',2.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3124.0,b'male single',b'<100',2.0,b'<1',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',4.0,b'no checking',26.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1388.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',9.0,b'good'
b'none',4.0,b'0<=X<200',33.0,b'rent',1.0,1.0,b'yes',b'no known property',b'existing paid',b'none',2384.0,b'male single',b'<100',1.0,b'<1',b'none',b'repairs',b'unskilled resident',36.0,b'bad'
b'none',4.0,b'no checking',52.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2133.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',12.0,b'good'
b'bank',1.0,b'<0',20.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2039.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'none',2.0,b'<0',36.0,b'rent',2.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',2799.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',9.0,b'good'
b'none',4.0,b'<0',21.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'guarantor',1289.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'good'
b'none',4.0,b'<0',47.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1217.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'yes',b'domestic appliance',b'unskilled resident',18.0,b'bad'
b'none',3.0,b'<0',60.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2246.0,b'male single',b'<100',2.0,b'>=7',b'none',b'furniture/equipment',b'skilled',12.0,b'bad'
b'none',4.0,b'<0',58.0,b'own',1.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',385.0,b'female div/dep/mar',b'<100',4.0,b'4<=X<7',b'yes',b'radio/tv',b'unskilled resident',12.0,b'good'
b'none',4.0,b'0<=X<200',42.0,b'rent',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',1965.0,b'female div/dep/mar',b'no known savings',2.0,b'1<=X<4',b'yes',b'new car',b'skilled',24.0,b'good'
b'bank',4.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1572.0,b'female div/dep/mar',b'>=1000',1.0,b'>=7',b'none',b'business',b'unskilled resident',21.0,b'good'
b'none',3.0,b'0<=X<200',20.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',2718.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'new car',b'unskilled resident',24.0,b'bad'
b'stores',4.0,b'<0',40.0,b'own',1.0,3.0,b'yes',b'car',b'all paid',b'none',1358.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'other',b'high qualif/self emp/mgmt',24.0,b'bad'
b'stores',1.0,b'0<=X<200',32.0,b'own',1.0,1.0,b'yes',b'life insurance',b'all paid',b'none',931.0,b'female div/dep/mar',b'100<=X<500',1.0,b'<1',b'none',b'new car',b'unskilled resident',6.0,b'bad'
b'none',4.0,b'<0',23.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1442.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',1.0,b'0<=X<200',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'no credits/all paid',b'none',4241.0,b'male single',b'<100',3.0,b'1<=X<4',b'yes',b'business',b'unskilled resident',24.0,b'bad'
b'bank',2.0,b'no checking',31.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2775.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'new car',b'skilled',18.0,b'bad'
b'none',1.0,b'no checking',32.0,b'for free',1.0,2.0,b'yes',b'no known property',b'delayed previously',b'none',3863.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'business',b'skilled',24.0,b'good'
b'none',1.0,b'0<=X<200',45.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'guarantor',2329.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',7.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',918.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',9.0,b'bad'
b'bank',4.0,b'0<=X<200',34.0,b'for free',1.0,4.0,b'yes',b'no known property',b'all paid',b'none',1837.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'education',b'unskilled resident',24.0,b'bad'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3349.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',36.0,b'bad'
b'none',4.0,b'>=200',23.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1275.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',10.0,b'good'
b'stores',4.0,b'<0',22.0,b'own',1.0,4.0,b'yes',b'real estate',b'all paid',b'none',2828.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',24.0,b'good'
b'none',3.0,b'no checking',74.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',4526.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'business',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',4.0,b'0<=X<200',50.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'co applicant',2671.0,b'female div/dep/mar',b'100<=X<500',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',36.0,b'bad'
b'none',4.0,b'no checking',33.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',2051.0,b'male single',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'bank',4.0,b'no checking',45.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',1300.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'used car',b'skilled',15.0,b'good'
b'none',4.0,b'<0',22.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',741.0,b'female div/dep/mar',b'100<=X<500',1.0,b'unemployed',b'none',b'domestic appliance',b'skilled',12.0,b'bad'
b'none',1.0,b'>=200',48.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',1240.0,b'female div/dep/mar',b'100<=X<500',1.0,b'>=7',b'none',b'new car',b'unskilled resident',10.0,b'bad'
b'bank',4.0,b'<0',29.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3357.0,b'female div/dep/mar',b'>=1000',1.0,b'<1',b'none',b'radio/tv',b'skilled',21.0,b'good'
b'bank',1.0,b'<0',22.0,b'rent',1.0,4.0,b'no',b'car',b'all paid',b'guarantor',3632.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',22.0,b'own',1.0,1.0,b'yes',b'real estate',b'delayed previously',b'none',1808.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'bank',2.0,b'0<=X<200',48.0,b'own',1.0,2.0,b'yes',b'car',b'no credits/all paid',b'none',12204.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'business',b'high qualif/self emp/mgmt',48.0,b'good'
b'none',2.0,b'0<=X<200',27.0,b'for free',1.0,2.0,b'yes',b'no known property',b'delayed previously',b'none',9157.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'none',b'radio/tv',b'high qualif/self emp/mgmt',60.0,b'good'
b'none',1.0,b'<0',37.0,b'rent',2.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3676.0,b'male single',b'<100',3.0,b'1<=X<4',b'none',b'new car',b'skilled',6.0,b'good'
b'none',2.0,b'0<=X<200',21.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'co applicant',3441.0,b'female div/dep/mar',b'100<=X<500',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',30.0,b'bad'
b'none',4.0,b'no checking',49.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',640.0,b'male div/sep',b'<100',1.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',2.0,b'0<=X<200',27.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',3652.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'business',b'skilled',21.0,b'good'
b'bank',3.0,b'no checking',32.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1530.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',18.0,b'bad'
b'bank',4.0,b'no checking',38.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',3914.0,b'male div/sep',b'no known savings',1.0,b'1<=X<4',b'none',b'business',b'skilled',48.0,b'bad'
